message,Jumlah
ifPhysAddress:  -> 0ed6a5e72fbf,1
ifPhysAddress:  -> 12016522fb6a,1
ifPhysAddress:  -> 12078dbfda66,1
ifPhysAddress:  -> 126e02f6964a,1
ifPhysAddress:  -> 12702d3bcbd0,1
ifPhysAddress:  -> 1287eb73d007,1
ifPhysAddress:  -> 12a471328c8e,1
ifPhysAddress:  -> 160b3c5cfeca,1
ifPhysAddress:  -> 1646441c47af,1
ifPhysAddress:  -> 16604fb9ca24,1
ifPhysAddress:  -> 166199d7dfb4,1
ifPhysAddress:  -> 167cc70c6c67,1
ifPhysAddress:  -> 168fa16a3ef7,1
ifPhysAddress:  -> 16a1ebd40608,1
ifPhysAddress:  -> 16a599cc67dd,1
ifPhysAddress:  -> 1a142a24198e,1
ifPhysAddress:  -> 1a97c4d7b814,1
ifPhysAddress:  -> 1a98ee7a9a43,1
ifPhysAddress:  -> 1a9a5052c0aa,1
ifPhysAddress:  -> 1ab8c8c89925,1
ifPhysAddress:  -> 1ac5f96706e9,1
ifPhysAddress:  -> 1aef0a9032db,1
ifPhysAddress:  -> 1af430e53c6c,1
ifPhysAddress:  -> 1e443c04c892,1
ifPhysAddress:  -> 1e456e4bf3d4,1
ifPhysAddress:  -> 1e65b9bb6c17,1
ifPhysAddress:  -> 1e6b1f9a4f19,1
ifPhysAddress:  -> 1ec4c4c1e852,1
ifPhysAddress:  -> 1ed78d89278d,1
ifPhysAddress:  -> 1eefa1b4afa9,1
ifPhysAddress:  -> 1ef88a04964a,1
ifPhysAddress:  -> 1efb25597764,1
ifPhysAddress:  -> 2205b443569a,1
ifPhysAddress:  -> 2215366dbf31,1
ifPhysAddress:  -> 221e18bd8f8d,1
ifPhysAddress:  -> 228a2cc0fba6,1
ifPhysAddress:  -> 22c71669d46a,1
ifPhysAddress:  -> 22d4cee71782,1
ifPhysAddress:  -> 2629c5dc3703,1
ifPhysAddress:  -> 264995f09b61,1
ifPhysAddress:  -> 268c569fca70,1
ifPhysAddress:  -> 268c7d44c1cf,1
ifPhysAddress:  -> 2690e9539fd6,1
ifPhysAddress:  -> 269be755612a,1
ifPhysAddress:  -> 26d60a925082,1
ifPhysAddress:  -> 26db30658d64,1
ifPhysAddress:  -> 26dd9249d42e,1
ifPhysAddress:  -> 2a05e7e03308,1
ifPhysAddress:  -> 2a4e38af5551,1
ifPhysAddress:  -> 2a65784c19f7,1
ifPhysAddress:  -> 2a948f0d07ed,1
ifPhysAddress:  -> 2e4d16a3e082,1
ifPhysAddress:  -> 2e9f9aedf5b2,1
ifPhysAddress:  -> 2ea56fe8c4b4,1
ifPhysAddress:  -> 2eaffb140312,1
ifPhysAddress:  -> 2ee47b6f470f,1
ifPhysAddress:  -> 32094bc14cc7,1
ifPhysAddress:  -> 321af8a58330,1
ifPhysAddress:  -> 3239943051c9,1
ifPhysAddress:  -> 32549697d721,1
ifPhysAddress:  -> 32582fcbaacc,1
ifPhysAddress:  -> 32800b2d4f55,1
ifPhysAddress:  -> 32aba94d3e47,1
ifPhysAddress:  -> 32b6f85436ac,1
ifPhysAddress:  -> 32feeeb575e7,1
ifPhysAddress:  -> 363d0ee8238c,1
ifPhysAddress:  -> 367ed39d948f,1
ifPhysAddress:  -> 36a2bc3e911a,1
ifPhysAddress:  -> 36a44af2f79d,1
ifPhysAddress:  -> 36f4d12df5a9,1
ifPhysAddress:  -> 380e4daf0abe,1
ifPhysAddress:  -> 3a0b1c001efb,1
ifPhysAddress:  -> 3a14bc787394,1
ifPhysAddress:  -> 3a2585e2f0df,1
ifPhysAddress:  -> 3a94633753c8,1
ifPhysAddress:  -> 3a96b0963ef7,1
ifPhysAddress:  -> 3af63623ef92,1
ifPhysAddress:  -> 3afda11ac67c,1
ifPhysAddress:  -> 3e6f1eff0239,1
ifPhysAddress:  -> 3e918c389ab5,1
ifPhysAddress:  -> 3e924f511695,1
ifPhysAddress:  -> 3eaceac171e1,1
ifPhysAddress:  -> 3ebe120aafc1,1
ifPhysAddress:  -> 3ec1abc02b3c,1
ifPhysAddress:  -> 3ef26782bfc3,1
ifPhysAddress:  -> 4264ea599c09,1
ifPhysAddress:  -> 4269f95e6e59,1
ifPhysAddress:  -> 428a0c32e397,1
ifPhysAddress:  -> 4290e081a559,1
ifPhysAddress:  -> 42aa7e145f09,1
ifPhysAddress:  -> 42c0df23dd5f,1
ifPhysAddress:  -> 46b57756d340,1
ifPhysAddress:  -> 46d6f7fb7634,1
ifPhysAddress:  -> 46d8e23ad7f9,1
ifPhysAddress:  -> 46e6cf6b2a63,1
ifAlias:  -> <pptp-RemoteMLGPAS2-28>,1
ifPhysAddress:  -> 48a98ad1e8ab,1
ifAlias:  -> <pptp-RemoteMLGPAS2-29>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-2>,1
ifPhysAddress:  -> 4a3539d04339,1
ifPhysAddress:  -> 4a7bf84376f2,1
ifPhysAddress:  -> 4a8e55abc694,1
ifPhysAddress:  -> 4ab5c279888b,1
ifPhysAddress:  -> 4ac41c4e2f16,1
ifPhysAddress:  -> 4ad872bc1083,1
ifPhysAddress:  -> 4c5e0c4e1def,1
ifPhysAddress:  -> 4c5e0c4e1df4,1
ifPhysAddress:  -> 4e1e9146284c,1
ifPhysAddress:  -> 4e512c937a3a,1
ifPhysAddress:  -> 4eb593d88d6a,1
ifPhysAddress:  -> 4eb83639b5e1,1
ifPhysAddress:  -> 4ec276257e73,1
ifPhysAddress:  -> 4ef95b2bbb61,1
ifPhysAddress:  -> 525ad24209b4,1
ifPhysAddress:  -> 5264b8434201,1
ifPhysAddress:  -> 52694abf7c92,1
ifPhysAddress:  -> 52e36aa849c9,1
ifPhysAddress:  -> 52e9559c8b34,1
ifPhysAddress:  -> 56228ae03ca5,1
ifPhysAddress:  -> 56229b7b651e,1
ifPhysAddress:  -> 5662d3bf4378,1
ifPhysAddress:  -> 56658f714c57,1
ifPhysAddress:  -> 568fccd96f03,1
ifPhysAddress:  -> 569041a089fb,1
ifPhysAddress:  -> 5692149e989a,1
ifPhysAddress:  -> 5a15ad0940ff,1
ifPhysAddress:  -> 5a1773280dfc,1
ifPhysAddress:  -> 5a29b3f6b357,1
ifPhysAddress:  -> 5a6ce2ed7c69,1
ifPhysAddress:  -> 5a744520bd39,1
ifPhysAddress:  -> 5a7ceee43dc7,1
ifPhysAddress:  -> 5aa78488b9f1,1
ifPhysAddress:  -> 5ad388e92958,1
ifPhysAddress:  -> 5ad73669eb96,1
ifPhysAddress:  -> 5af1bb618676,1
ifPhysAddress:  -> 5cba2c5b6d28,1
ifPhysAddress:  -> 5cba2c5b6d29,1
ifPhysAddress:  -> 5e44ade35f6f,1
ifPhysAddress:  -> 5e5843b8aaa5,1
ifPhysAddress:  -> 5e5b18fbf31f,1
ifPhysAddress:  -> 5e93518602ed,1
ifPhysAddress:  -> 5eae94dcbcad,1
ifPhysAddress:  -> 5ee9f8a4cf26,1
ifPhysAddress:  -> 5efbfaaf88b4,1
ifPhysAddress:  -> 5efe6eae91ab,1
ifPhysAddress:  -> 62442256af73,1
ifPhysAddress:  -> 62779924fe5e,1
ifPhysAddress:  -> 629ecb715b73,1
ifPhysAddress:  -> 62cd4a0e0835,1
ifPhysAddress:  -> 62d98b3a6b1a,1
ifPhysAddress:  -> 660f64b72f6b,1
ifPhysAddress:  -> 66417ab8c7bd,1
ifPhysAddress:  -> 668db11f73fd,1
ifPhysAddress:  -> 6695f4465ae3,1
ifPhysAddress:  -> 66c4e84a552f,1
ifPhysAddress:  -> 66e66984de6b,1
ifPhysAddress:  -> 6a32268f47a9,1
ifPhysAddress:  -> 6a35e2ad2d44,1
ifPhysAddress:  -> 6a65940b8f71,1
ifPhysAddress:  -> 6a75f28dd8e6,1
ifPhysAddress:  -> 6a85b7f60f29,1
ifPhysAddress:  -> 6acf19d66920,1
ifPhysAddress:  -> 6addec8c0e8b,1
ifPhysAddress:  -> 6afe3a42ff2b,1
ifPhysAddress:  -> 6e0645d0d9bc,1
ifPhysAddress:  -> 6e0ca45ec719,1
ifPhysAddress:  -> 6e23a5b537af,1
ifPhysAddress:  -> 6e24b5dea503,1
ifPhysAddress:  -> 6e30ffc9ab0c,1
ifPhysAddress:  -> 6e3c10f7244e,1
ifPhysAddress:  -> 6e44e6ca2733,1
ifPhysAddress:  -> 6e8555e94746,1
ifPhysAddress:  -> 6ec257f44348,1
ifPhysAddress:  -> 6efc1aa04848,1
ifPhysAddress:  -> 723573c084a8,1
ifPhysAddress:  -> 726cb315362e,1
ifPhysAddress:  -> 729b445bba9d,1
ifPhysAddress:  -> 72e232f86501,1
ifPhysAddress:  -> 7644c87a4a27,1
ifPhysAddress:  -> 76657c4d9d06,1
ifPhysAddress:  -> 76dc85c27fe6,1
ifPhysAddress:  -> 7a3cada67764,1
ifPhysAddress:  -> 7a6c1f6f0789,1
ifPhysAddress:  -> 7aa30c551792,1
ifPhysAddress:  -> 7ab94207e5a7,1
ifPhysAddress:  -> 7af5ea74c1a7,1
ifAlias:  -> <pptp-RemoteMLGPAS2-30>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-31>,1
ifPhysAddress:  -> 7e417e937b6f,1
ifPhysAddress:  -> 7e587b625473,1
ifPhysAddress:  -> 7e593b8fc9a6,1
ifPhysAddress:  -> 7e5cab508e12,1
ifPhysAddress:  -> 7e7f727fa292,1
ifPhysAddress:  -> 7e8c2b45c338,1
ifPhysAddress:  -> 7ec556449bc9,1
ifPhysAddress:  -> 7ed003333be0,1
ifPhysAddress:  -> 822f8debde89,1
ifPhysAddress:  -> 8290f4c06cf2,1
ifPhysAddress:  -> 82aed9853183,1
ifPhysAddress:  -> 82bd074eb7ff,1
ifPhysAddress:  -> 82c77e334344,1
ifPhysAddress:  -> 8655e34ea82d,1
ifPhysAddress:  -> 86f300c25d50,1
ifPhysAddress:  -> 8a4914fcda50,1
ifPhysAddress:  -> 8a4e73717a2e,1
ifPhysAddress:  -> 8a5b51caa1e6,1
ifPhysAddress:  -> 8a91b39425f5,1
ifPhysAddress:  -> 8ad87dad0539,1
ifPhysAddress:  -> 8e32d489b823,1
ifPhysAddress:  -> 8e33c9b14393,1
ifPhysAddress:  -> 8e7357f0a5ac,1
ifPhysAddress:  -> 8e784ef124dc,1
ifPhysAddress:  -> 8e893b780591,1
ifPhysAddress:  -> 9213e1583a50,1
ifPhysAddress:  -> 9254ef2a51cb,1
ifPhysAddress:  -> 92824ce9eb75,1
ifPhysAddress:  -> 92ac2127d36d,1
ifPhysAddress:  -> 92b35899d8d2,1
ifPhysAddress:  -> 92e2278716c9,1
ifPhysAddress:  -> 96197b6d3c47,1
ifPhysAddress:  -> 963fea585efe,1
ifPhysAddress:  -> 96533ada6e14,1
ifPhysAddress:  -> 9656c53663bf,1
ifPhysAddress:  -> 96f04a9d4d28,1
ifPhysAddress:  -> 9a4f312cc6a1,1
ifPhysAddress:  -> 9a4f623df68a,1
ifPhysAddress:  -> 9a87994779a8,1
ifPhysAddress:  -> 9a89d146f540,1
ifPhysAddress:  -> 9adbc42ab594,1
ifPhysAddress:  -> 9ae23e0503da,1
ifPhysAddress:  -> 9c6b0093b765,1
ifPhysAddress:  -> 9e0806043de2,1
ifPhysAddress:  -> 9e19c82e37bc,1
ifPhysAddress:  -> 9e217096661c,1
ifPhysAddress:  -> 9e26c61ce78e,1
ifPhysAddress:  -> 9e3cbc0a4251,1
ifPhysAddress:  -> 9e939abc9757,1
ifPhysAddress:  -> 9ea3cc28acda,1
ifPhysAddress:  -> 9efe00d93e1d,1
ifPhysAddress:  -> a22e7fdcedf5,1
ifPhysAddress:  -> a27a1eccb046,1
ifPhysAddress:  -> a2976e73ca51,1
ifPhysAddress:  -> a2b8466bce7c,1
ifPhysAddress:  -> a2e3b640334a,1
ifPhysAddress:  -> a60e77bfac4d,1
ifPhysAddress:  -> a62c1bbfde80,1
ifPhysAddress:  -> a651f08bbc61,1
ifPhysAddress:  -> a674b729859a,1
ifPhysAddress:  -> a67a7e796739,1
ifPhysAddress:  -> a68e839abcc0,1
ifPhysAddress:  -> a6a2a3824cde,1
ifPhysAddress:  -> a6bc01df2883,1
ifPhysAddress:  -> aa0eed5a8b80,1
ifPhysAddress:  -> aa6389d3d7a4,1
ifPhysAddress:  -> aa9885e3b8bb,1
ifPhysAddress:  -> aa9a666dd2c9,1
ifPhysAddress:  -> aa9f0c3685dc,1
ifPhysAddress:  -> aaba35d6c312,1
ifPhysAddress:  -> aaba44372902,1
ifPhysAddress:  -> aad1fa35b8d1,1
ifPhysAddress:  -> aad41bf17722,1
ifPhysAddress:  -> aae130c6e8e5,1
ifPhysAddress:  -> aafcc51af70d,1
ifPhysAddress:  -> ae06a5f27b62,1
ifPhysAddress:  -> ae1de7f1ba63,1
ifPhysAddress:  -> ae3061426043,1
ifPhysAddress:  -> ae5f33bbba4d,1
ifPhysAddress:  -> ae61e41ddefd,1
ifPhysAddress:  -> ae713b6d0d7d,1
ifPhysAddress:  -> aebe2b720680,1
ifPhysAddress:  -> aedb5b3b946d,1
ifPhysAddress:  -> aee56964d159,1
ifPhysAddress:  -> b235c65235a7,1
ifPhysAddress:  -> b24c95a5863f,1
ifPhysAddress:  -> b298bafe1bbe,1
ifPhysAddress:  -> b29eddbfedb4,1
ifPhysAddress:  -> b2a628fe7b8e,1
ifPhysAddress:  -> b64de363b9bf,1
ifPhysAddress:  -> b65b53e34ce0,1
ifPhysAddress:  -> b66437829534,1
ifPhysAddress:  -> b6c69dd60d51,1
ifPhysAddress:  -> ba78fa9fb1b4,1
ifPhysAddress:  -> ba9036aa8c3e,1
ifPhysAddress:  -> ba9cae822969,1
ifPhysAddress:  -> baea3c489bee,1
ifPhysAddress:  -> be07e5c52042,1
ifPhysAddress:  -> be36e70472bc,1
ifPhysAddress:  -> be789180ee4a,1
ifPhysAddress:  -> be7a30b8ecbd,1
ifPhysAddress:  -> be95974dc1cc,1
ifPhysAddress:  -> be97b9bcd7e3,1
ifPhysAddress:  -> c2125fcbd774,1
ifPhysAddress:  -> c230665ea1f1,1
ifPhysAddress:  -> c24432d80c99,1
ifPhysAddress:  -> c259e0c5e58f,1
ifPhysAddress:  -> c2908b5a4a8e,1
ifPhysAddress:  -> c29cc7f2f7d3,1
ifPhysAddress:  -> c2b1f5dc26ed,1
ifPhysAddress:  -> c2bc16879c3e,1
ifPhysAddress:  -> c2ce9a0ba098,1
ifPhysAddress:  -> c600c8fdc27a,1
ifPhysAddress:  -> c60ed6aef671,1
ifPhysAddress:  -> c624d1b6c7ee,1
ifPhysAddress:  -> c63a9a5cf787,1
ifPhysAddress:  -> c63b70f8365a,1
ifPhysAddress:  -> c650ed591965,1
ifPhysAddress:  -> c69015256d5c,1
ifPhysAddress:  -> c692fbb47e50,1
ifPhysAddress:  -> c6a49981abd2,1
ifPhysAddress:  -> c6b3d2ccee22,1
ifPhysAddress:  -> c6b600ae1500,1
ifPhysAddress:  -> c6bf3077e573,1
ifPhysAddress:  -> c6c2e2d9c9a9,1
ifPhysAddress:  -> c6ddf79c1a6d,1
ifPhysAddress:  -> ca1b46699bc8,1
ifPhysAddress:  -> ca5ca672eb8d,1
ifPhysAddress:  -> ca950566707f,1
ifPhysAddress:  -> cab85b84ce09,1
ifPhysAddress:  -> cac1ad12b9af,1
ifPhysAddress:  -> caf72e10bde8,1
ifPhysAddress:  -> caf7da98a7f3,1
ifPhysAddress:  -> cafc36c85acf,1
ifPhysAddress:  -> cc2de0bdce99,1
ifPhysAddress:  -> ce207a1b728f,1
ifPhysAddress:  -> ce2162797181,1
ifPhysAddress:  -> ce37512f1eb9,1
ifPhysAddress:  -> ce422d862eec,1
ifPhysAddress:  -> ce4fc125da1d,1
ifPhysAddress:  -> ce875d30088c,1
ifPhysAddress:  -> cec8ad958b48,1
ifPhysAddress:  -> ced09e7fc1b7,1
ifPhysAddress:  -> ceddc97d94d3,1
ifPhysAddress:  -> ceefe42bbade,1
ifPhysAddress:  -> cef0cff374a1,1
ifPhysAddress:  -> d23e5eac6f26,1
ifPhysAddress:  -> d245d13387ff,1
ifPhysAddress:  -> d25b38658d29,1
ifPhysAddress:  -> d27e169840dc,1
ifPhysAddress:  -> d27fcb19e0f6,1
ifPhysAddress:  -> d2e9b9f8d187,1
ifPhysAddress:  -> d2f32ba5a29c,1
ifPhysAddress:  -> d6088ce37b62,1
ifPhysAddress:  -> d60f747b769a,1
ifPhysAddress:  -> d628201045e2,1
ifPhysAddress:  -> d6282b1e31e6,1
ifPhysAddress:  -> d631501a70ac,1
ifPhysAddress:  -> d65caf2d1e59,1
ifPhysAddress:  -> d686158ceae6,1
ifPhysAddress:  -> d6c51b1e9d30,1
ifPhysAddress:  -> d6c63be5962d,1
ifPhysAddress:  -> d6d3b48c8af6,1
ifPhysAddress:  -> d6eb071a47e0,1
ifPhysAddress:  -> d6f514e07451,1
ifAlias:  -> <pptp-RemoteMLGPAS2-32>,1
ifPhysAddress:  -> da6b1033ac7b,1
ifPhysAddress:  -> da6ee525d0f4,1
ifPhysAddress:  -> da851a395ba7,1
ifAlias:  -> <pptp-RemoteMLGPAS2-33>,1
ifPhysAddress:  -> de0e1e0178c6,1
ifPhysAddress:  -> de122d814235,1
ifPhysAddress:  -> de2e0c9272df,1
ifPhysAddress:  -> de4cbb6fac2f,1
ifPhysAddress:  -> deafa6ef1707,1
ifPhysAddress:  -> deb9fe6b50d6,1
ifPhysAddress:  -> dec8c8fc6f7b,1
ifPhysAddress:  -> e24e8673302b,1
ifPhysAddress:  -> e2a641ba040b,1
ifPhysAddress:  -> e2c674ab6ae4,1
ifPhysAddress:  -> e2c97c091d1a,1
ifPhysAddress:  -> e2f90e2b034e,1
ifPhysAddress:  -> e41d2d1510f0,1
ifPhysAddress:  -> e41d2d1510f1,1
ifPhysAddress:  -> e604b8e21d43,1
ifPhysAddress:  -> e61c09db21b8,1
ifPhysAddress:  -> e6336fc0e593,1
ifPhysAddress:  -> e64b26372aa8,1
ifPhysAddress:  -> e65884a00bfe,1
ifPhysAddress:  -> e67705386650,1
ifPhysAddress:  -> e6aee29adc18,1
ifPhysAddress:  -> ee25dc9fc629,1
ifPhysAddress:  -> ee30a35a4658,1
ifPhysAddress:  -> ee6b5c12f1c5,1
ifPhysAddress:  -> eeba688f6c4b,1
ifPhysAddress:  -> f234926fb85b,1
ifPhysAddress:  -> f235d0083a88,1
ifPhysAddress:  -> f238168c6012,1
ifPhysAddress:  -> f284cba89530,1
ifPhysAddress:  -> f2a487154d51,1
ifPhysAddress:  -> f2bdcea6f8ba,1
ifPhysAddress:  -> f2de8e4e832e,1
ifPhysAddress:  -> f2ed397f1ecb,1
ifPhysAddress:  -> f2f79f1cda86,1
ifPhysAddress:  -> f609a5401881,1
ifPhysAddress:  -> f60d95b7eb1a,1
ifPhysAddress:  -> f62e173ca871,1
ifPhysAddress:  -> f69e3f382f78,1
ifPhysAddress:  -> fa0657b64c24,1
ifPhysAddress:  -> fa17cb0a12e6,1
ifPhysAddress:  -> fa530149737f,1
ifPhysAddress:  -> fa7a7e13e7b4,1
ifPhysAddress:  -> fa7bd5c8fd87,1
ifPhysAddress:  -> faa1f775b3a7,1
ifPhysAddress:  -> faaae288a6dc,1
ifPhysAddress:  -> faad8826482c,1
ifPhysAddress:  -> fae683008a8b,1
ifPhysAddress:  -> faf772cf2c97,1
ifPhysAddress:  -> fc5b26430630,1
ifPhysAddress:  -> fe57a13ca75e,1
ifPhysAddress:  -> fe6f701f2dcd,1
ifPhysAddress:  -> feabcc5af410,1
ifPhysAddress:  -> fef581b50053,1
ifPhysAddress: 000000000000 -> 380e4daf0abd,1
ifPhysAddress: 000000000000 -> 380e4daf0abe,1
ifPhysAddress: 000000000000 -> 70db983252e8,1
ifPhysAddress: 000000000000 -> 70db98325306,1
ifPhysAddress: 000000000000 -> 70db98325307,1
ifAlias:  -> <pptp-RemoteMLGPAS2-34>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-35>,1
ifPhysAddress: 0ed6a5e72fbf -> NULL,1
ifPhysAddress: 380e4daf0abb -> 000000000000,1
ifPhysAddress: 380e4daf0abb -> 380e4daf0abd,1
ifPhysAddress: 380e4daf0abd -> 380e4daf0abb,1
ifPhysAddress: 380e4daf0abe -> 000000000000,1
ifAlias:  -> <pptp-RemoteMLGPAS2-36>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-37>,1
ifPhysAddress: 4ac06c7e6f46 -> 0a7a265acf84,1
ifPhysAddress: 5a52b0279742 -> eadcc1de87ec,1
ifPhysAddress: 5cba2c5b6d28 -> NULL,1
ifPhysAddress: 5cba2c5b6d29 -> NULL,1
ifPhysAddress: 70db983252e8 -> 000000000000,1
ifAlias:  -> <pptp-RemoteMLGPAS2-38>,1
ifPhysAddress: 70db98325306 -> 70db98325307,1
ifPhysAddress: 70db98325307 -> 70db98325306,1
ifPhysAddress: eeb4c37401c2 -> 36019a27dc75,1
ifAlias:  -> <pptp-RemoteMLGPAS2-39>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-3>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-40>,1
ifSpeed: 0 bps -> 10 Mbps,1
ifAlias:  -> <pptp-RemoteMLGPAS2-41>,1
ifSpeed: 0 bps -> 20 Gbps,1
ifAlias:  -> <pptp-RemoteMLGPAS2-42>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-43>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-44>,1
ifSpeed: 1 Gbps -> 100 Mbps,1
ifAlias:  -> <pptp-RemoteMLGPAS2-45>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-46>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-47>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-48>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-49>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-4>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-50>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-51>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-52>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-53>,1
Current under threshold: 0 A (< 0.005 A),1
ifAlias:  -> <pptp-RemoteMLGPAS2-54>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-55>,1
ifType:  -> tunnel,1
ifType: bridge -> NULL,1
ifAlias:  -> <pptp-RemoteMLGPAS2-56>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-57>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-58>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-59>,1
ifType: propVirtual -> ieee8023adLag,1
ifAlias:  -> <pptp-RemoteMLGPAS2-5>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-60>,1
type:  -> mac inix,1
type:  -> olt kantor 1/2/3,1
type: mac inix -> NULL,1
ifAlias:  -> <pptp-RemoteMLGPAS2-61>,1
Device rebooted after 5 months 3 weeks 1 day 9 hours -> 246s,1
Device 10.246.3.30 has been created,1
Device 10.246.88.34 has been created,1
Device 10.246.88.34 has been removed,1
Device rebooted after 1 month 1 week 6 days 8 hours -> 310s,1
Device rebooted after 1 month 3 days 15 hours 13 minutes -> 46s,1
Device rebooted after 1 month 3 days 15 hours 26 minutes -> 57s,1
Device rebooted after 1 month 6 days 8 hours 55 minutes -> 34s,1
Device rebooted after 1 week 1 day 17 hours 20 minutes -> 95s,1
Device rebooted after 2 hours 41 minutes 12 seconds -> 103s,1
Device rebooted after 2 months 2 weeks 5 hours 53 minutes -> 323s,1
Device rebooted after 3 months 6 days 8 hours 12 minutes -> 106s,1
Device rebooted after 3 weeks 4 days 20 hours 33 minutes -> 50s,1
Device rebooted after 4 days 20 hours 10 minutes 36 seconds -> 54s,1
Device rebooted after 5 hours 27 minutes 42 seconds -> 113s,1
Device 10.246.15.94 has been removed,1
